Auction Date,Security,CUSIP,Tender Type,Tendered Amount,Accepted Amount
10/14/2003,13-Week Bill,912795PF2,Indirect Bidder,4258859,3910059
10/14/2003,13-Week Bill,912795PF2,Total Competitive,32683859,15205659
10/14/2003,26-Week Bill,912795PU9,Primary Dealer,33020000,12104448
10/14/2003,26-Week Bill,912795PU9,Direct Bidder,180000,32280
10/14/2003,26-Week Bill,912795PU9,Indirect Bidder,6128323,3846107
10/14/2003,26-Week Bill,912795PU9,Total Competitive,39328323,15982835
10/15/2003,4-Week Bill,912795NW7,Primary Dealer,36410000,14468186
10/15/2003,4-Week Bill,912795NW7,Direct Bidder,1400000,450000
10/15/2003,4-Week Bill,912795NW7,Indirect Bidder,109889,45279
10/15/2003,4-Week Bill,912795NW7,Total Competitive,37919889,14963465
10/20/2003,13-Week Bill,912795PG0,Primary Dealer,28965000,10584304
10/20/2003,13-Week Bill,912795PG0,Direct Bidder,1200000,975000
10/20/2003,13-Week Bill,912795PG0,Indirect Bidder,4263052,3682572
10/20/2003,13-Week Bill,912795PG0,Total Competitive,34428052,15241876
10/20/2003,26-Week Bill,912795PV7,Primary Dealer,26225000,8506680
10/20/2003,26-Week Bill,912795PV7,Direct Bidder,295000,221501
10/20/2003,26-Week Bill,912795PV7,Indirect Bidder,8305375,7117370
10/20/2003,26-Week Bill,912795PV7,Total Competitive,34825375,15845551
10/21/2003,4-Week Bill,912795NX5,Primary Dealer,37372255,15812683
10/21/2003,4-Week Bill,912795NX5,Direct Bidder,1620000,978755
10/21/2003,4-Week Bill,912795NX5,Indirect Bidder,712765,176580
10/21/2003,4-Week Bill,912795NX5,Total Competitive,39705020,16968018
10/27/2003,13-Week Bill,912795PH8,Primary Dealer,27756000,11073240
10/27/2003,13-Week Bill,912795PH8,Direct Bidder,800000,642420
10/27/2003,13-Week Bill,912795PH8,Indirect Bidder,3312975,3156495
10/27/2003,13-Week Bill,912795PH8,Total Competitive,31868975,14872155
10/27/2003,26-Week Bill,912795PW5,Primary Dealer,24245000,10828045
10/27/2003,26-Week Bill,912795PW5,Direct Bidder,250000,215000
10/27/2003,26-Week Bill,912795PW5,Indirect Bidder,4446800,4338776
10/27/2003,26-Week Bill,912795PW5,Total Competitive,28941800,15381821
10/28/2003,4-Week Bill,912795NY3,Primary Dealer,37075000,19054810
10/28/2003,4-Week Bill,912795NY3,Direct Bidder,2005000,1149850
10/28/2003,4-Week Bill,912795NY3,Indirect Bidder,2372900,755820
10/28/2003,4-Week Bill,912795NY3,Total Competitive,41452900,20960480
10/29/2003,2-Year Note,912828BN9,Primary Dealer,41031000,13733450
10/29/2003,2-Year Note,912828BN9,Direct Bidder,564000,144000
10/29/2003,2-Year Note,912828BN9,Indirect Bidder,12759010,11418000
10/29/2003,2-Year Note,912828BN9,Total Competitive,54354010,25295450
11/3/2003,13-Week Bill,912795PJ4,Primary Dealer,28985000,11693460
11/3/2003,13-Week Bill,912795PJ4,Direct Bidder,1372000,887990
11/3/2003,13-Week Bill,912795PJ4,Indirect Bidder,2969526,2869526
11/3/2003,13-Week Bill,912795PJ4,Total Competitive,33326526,15450976
11/3/2003,26-Week Bill,912795PX3,Primary Dealer,28855000,8680570
11/3/2003,26-Week Bill,912795PX3,Direct Bidder,402000,173080
11/3/2003,26-Week Bill,912795PX3,Indirect Bidder,8175504,7043489
11/3/2003,26-Week Bill,912795PX3,Total Competitive,37432504,15897139
11/4/2003,4-Week Bill,912795NZ0,Primary Dealer,42075000,15332865
11/4/2003,4-Week Bill,912795NZ0,Direct Bidder,2080000,1055978
11/4/2003,4-Week Bill,912795NZ0,Indirect Bidder,1776300,570025
11/4/2003,4-Week Bill,912795NZ0,Total Competitive,45931300,16958868
11/10/2003,13-Week Bill,912795PK1,Primary Dealer,31940000,10430320
11/10/2003,13-Week Bill,912795PK1,Direct Bidder,1500000,941510
11/10/2003,13-Week Bill,912795PK1,Indirect Bidder,4009105,3154105
11/10/2003,13-Week Bill,912795PK1,Total Competitive,37449105,14525935
11/10/2003,26-Week Bill,912795PY1,Primary Dealer,30580000,9110252
11/10/2003,26-Week Bill,912795PY1,Direct Bidder,410000,98982
11/10/2003,26-Week Bill,912795PY1,Indirect Bidder,9252720,5828800
11/10/2003,26-Week Bill,912795PY1,Total Competitive,40242720,15038034
11/10/2003,3-Year Note,912828BP4,Primary Dealer,40275000,14759440
11/10/2003,3-Year Note,912828BP4,Direct Bidder,635000,130000
11/10/2003,3-Year Note,912828BP4,Indirect Bidder,9621500,8895492
11/10/2003,3-Year Note,912828BP4,Total Competitive,50531500,23784932
11/12/2003,4-Week Bill,912795PA3,Primary Dealer,37515000,12839250
11/12/2003,4-Week Bill,912795PA3,Direct Bidder,2450000,1103510
11/12/2003,4-Week Bill,912795PA3,Indirect Bidder,16891,16891
11/12/2003,4-Week Bill,912795PA3,Total Competitive,39981891,13959651
11/12/2003,5-Year Note,912828BQ2,Primary Dealer,30235000,10836360
11/12/2003,5-Year Note,912828BQ2,Direct Bidder,60000,20000
11/12/2003,5-Year Note,912828BQ2,Indirect Bidder,5889290,4959290
11/12/2003,5-Year Note,912828BQ2,Total Competitive,36184290,15815650
11/13/2003,10-Year Note,912828BR0,Primary Dealer,25038000,10237160
11/13/2003,10-Year Note,912828BR0,Direct Bidder,204000,150000
11/13/2003,10-Year Note,912828BR0,Indirect Bidder,6930507,6457257
11/13/2003,10-Year Note,912828BR0,Total Competitive,32172507,16844417
11/17/2003,13-Week Bill,912795PL9,Primary Dealer,33660000,11214500
11/17/2003,13-Week Bill,912795PL9,Direct Bidder,1100000,665950
11/17/2003,13-Week Bill,912795PL9,Indirect Bidder,2762626,2633101
11/17/2003,13-Week Bill,912795PL9,Total Competitive,37522626,14513551
11/17/2003,26-Week Bill,912795PZ8,Primary Dealer,29390000,8190228
11/17/2003,26-Week Bill,912795PZ8,Direct Bidder,1150000,360200
11/17/2003,26-Week Bill,912795PZ8,Indirect Bidder,7680074,6351714
11/17/2003,26-Week Bill,912795PZ8,Total Competitive,38220074,14902142
11/18/2003,4-Week Bill,912795PB1,Primary Dealer,39345500,17956870
11/18/2003,4-Week Bill,912795PB1,Direct Bidder,2300000,941120
11/18/2003,4-Week Bill,912795PB1,Indirect Bidder,70445,70445
11/18/2003,4-Week Bill,912795PB1,Total Competitive,41715945,18968435
11/24/2003,13-Week Bill,912795PM7,Primary Dealer,33577500,10503352
11/24/2003,13-Week Bill,912795PM7,Direct Bidder,1001156,863311
11/24/2003,13-Week Bill,912795PM7,Indirect Bidder,2793737,2718047
11/24/2003,13-Week Bill,912795PM7,Total Competitive,37372393,14084710
11/24/2003,26-Week Bill,912795QA2,Primary Dealer,24995000,6463560
11/24/2003,26-Week Bill,912795QA2,Direct Bidder,350000,268710
11/24/2003,26-Week Bill,912795QA2,Indirect Bidder,7825624,7525624
11/24/2003,26-Week Bill,912795QA2,Total Competitive,33170624,14257894
11/25/2003,4-Week Bill,912795PC9,Primary Dealer,49505000,18963850
11/25/2003,4-Week Bill,912795PC9,Direct Bidder,6750000,3786750
11/25/2003,4-Week Bill,912795PC9,Indirect Bidder,4121764,216464
11/25/2003,4-Week Bill,912795PC9,Total Competitive,60376764,22967064
11/26/2003,2-Year Note,912828BS8,Primary Dealer,34255000,16323360
11/26/2003,2-Year Note,912828BS8,Direct Bidder,1662000,632000
11/26/2003,2-Year Note,912828BS8,Indirect Bidder,8785000,8360984
11/26/2003,2-Year Note,912828BS8,Total Competitive,44702000,25316344
12/1/2003,13-Week Bill,912795PN5,Primary Dealer,32150000,9893442
12/1/2003,13-Week Bill,912795PN5,Direct Bidder,1300000,625000
12/1/2003,13-Week Bill,912795PN5,Indirect Bidder,4214022,3969422
12/1/2003,13-Week Bill,912795PN5,Total Competitive,37664022,14487864
12/1/2003,26-Week Bill,912795QB0,Primary Dealer,23622000,7674350
12/1/2003,26-Week Bill,912795QB0,Direct Bidder,1200000,314450
12/1/2003,26-Week Bill,912795QB0,Indirect Bidder,6981855,6981855
12/1/2003,26-Week Bill,912795QB0,Total Competitive,31803855,14970655
12/2/2003,12-Day Bill,912795QJ3,Primary Dealer,85915000,30900500
12/2/2003,12-Day Bill,912795QJ3,Direct Bidder,10100000,1100000
12/2/2003,12-Day Bill,912795QJ3,Indirect Bidder,1850000,0
12/2/2003,12-Day Bill,912795QJ3,Total Competitive,97865000,32000500
12/2/2003,4-Week Bill,912795PD7,Primary Dealer,41596400,18778100
12/2/2003,4-Week Bill,912795PD7,Direct Bidder,1734000,934000
12/2/2003,4-Week Bill,912795PD7,Indirect Bidder,2636300,245300
12/2/2003,4-Week Bill,912795PD7,Total Competitive,45966700,19957400
12/8/2003,13-Week Bill,912795PP0,Primary Dealer,32235000,11339529
12/8/2003,13-Week Bill,912795PP0,Direct Bidder,2500000,568375
12/8/2003,13-Week Bill,912795PP0,Indirect Bidder,3264175,2523975
12/8/2003,13-Week Bill,912795PP0,Total Competitive,37999175,14431879
12/8/2003,26-Week Bill,912795QC8,Primary Dealer,26290000,11341593
12/8/2003,26-Week Bill,912795QC8,Direct Bidder,1800000,256450
12/8/2003,26-Week Bill,912795QC8,Indirect Bidder,3513275,3414565
12/8/2003,26-Week Bill,912795QC8,Total Competitive,31603275,15012608
12/9/2003,4-Week Bill,912795PE5,Primary Dealer,43321235,14139015
12/9/2003,4-Week Bill,912795PE5,Direct Bidder,2225000,750700
12/9/2003,4-Week Bill,912795PE5,Indirect Bidder,99493,73348
12/9/2003,4-Week Bill,912795PE5,Total Competitive,45645728,14963063
12/10/2003,5-Year Note,912828BT6,Primary Dealer,23690000,10054186
12/10/2003,5-Year Note,912828BT6,Direct Bidder,580000,305000
12/10/2003,5-Year Note,912828BT6,Indirect Bidder,6303510,5535734
12/10/2003,5-Year Note,912828BT6,Total Competitive,30573510,15894920
12/11/2003,9-Yr 11-Month Note,912828BR0,Primary Dealer,18109000,8980080
12/11/2003,9-Yr 11-Month Note,912828BR0,Direct Bidder,170000,110000
12/11/2003,9-Yr 11-Month Note,912828BR0,Indirect Bidder,3005540,2855540
12/11/2003,9-Yr 11-Month Note,912828BR0,Total Competitive,21284540,11945620
12/15/2003,13-Week Bill,912795PQ8,Primary Dealer,26655000,10167600
12/15/2003,13-Week Bill,912795PQ8,Direct Bidder,1153000,553100
12/15/2003,13-Week Bill,912795PQ8,Indirect Bidder,3021580,2752580
12/15/2003,13-Week Bill,912795PQ8,Total Competitive,30829580,13473280
12/15/2003,26-Week Bill,912795QD6,Primary Dealer,22951110,9015070
12/15/2003,26-Week Bill,912795QD6,Direct Bidder,575000,275000
12/15/2003,26-Week Bill,912795QD6,Indirect Bidder,3760170,3698505
12/15/2003,26-Week Bill,912795QD6,Total Competitive,27286280,12988575
12/16/2003,4-Week Bill,912795PF2,Primary Dealer,26704430,8715410
12/16/2003,4-Week Bill,912795PF2,Direct Bidder,1250000,225588
12/16/2003,4-Week Bill,912795PF2,Indirect Bidder,21855,21855
12/16/2003,4-Week Bill,912795PF2,Total Competitive,27976285,8962853
12/22/2003,13-Week Bill,912795PR6,Primary Dealer,28983000,9981760
12/22/2003,13-Week Bill,912795PR6,Direct Bidder,1227300,702300
12/22/2003,13-Week Bill,912795PR6,Indirect Bidder,3473081,2864489
12/22/2003,13-Week Bill,912795PR6,Total Competitive,33683381,13548549
12/22/2003,26-Week Bill,912795QE4,Primary Dealer,25191000,9360195
12/22/2003,26-Week Bill,912795QE4,Direct Bidder,650000,300000
12/22/2003,26-Week Bill,912795QE4,Indirect Bidder,3702353,3497703
12/22/2003,26-Week Bill,912795QE4,Total Competitive,29543353,13157898
12/23/2003,2-Year Note,912828BU3,Primary Dealer,46125000,17329660
12/23/2003,2-Year Note,912828BU3,Direct Bidder,834000,314000
12/23/2003,2-Year Note,912828BU3,Indirect Bidder,8113317,7645000
12/23/2003,2-Year Note,912828BU3,Total Competitive,55072317,25288660
12/23/2003,4-Week Bill,912795PG0,Primary Dealer,25840000,11035130
12/23/2003,4-Week Bill,912795PG0,Direct Bidder,1550000,750000
12/23/2003,4-Week Bill,912795PG0,Indirect Bidder,375445,175445
12/23/2003,4-Week Bill,912795PG0,Total Competitive,27765445,11960575
12/29/2003,13-Week Bill,912795PS4,Primary Dealer,25197500,10898060
12/29/2003,13-Week Bill,912795PS4,Direct Bidder,1120000,650000
12/29/2003,13-Week Bill,912795PS4,Indirect Bidder,3435215,2935215
12/29/2003,13-Week Bill,912795PS4,Total Competitive,29752715,14483275
12/29/2003,26-Week Bill,912795QR5,Primary Dealer,25705000,7811435
12/29/2003,26-Week Bill,912795QR5,Direct Bidder,4070000,2350000
12/29/2003,26-Week Bill,912795QR5,Indirect Bidder,3735625,3735625
12/29/2003,26-Week Bill,912795QR5,Total Competitive,33510625,13897060
12/30/2003,13-Day Bill,912795PF2,Primary Dealer,22701000,13436900
12/30/2003,13-Day Bill,912795PF2,Direct Bidder,1450000,700000
12/30/2003,13-Day Bill,912795PF2,Indirect Bidder,1115000,863180
12/30/2003,13-Day Bill,912795PF2,Total Competitive,25266000,15000080
12/30/2003,4-Week Bill,912795PH8,Primary Dealer,21265000,11199415
12/30/2003,4-Week Bill,912795PH8,Direct Bidder,490000,475000
12/30/2003,4-Week Bill,912795PH8,Indirect Bidder,290500,290500
12/30/2003,4-Week Bill,912795PH8,Total Competitive,22045500,11964915
1/5/2004,13-Week Bill,912795PT2,Primary Dealer,32958113,11481573
1/5/2004,13-Week Bill,912795PT2,Direct Bidder,1750000,850000
1/5/2004,13-Week Bill,912795PT2,Indirect Bidder,3165404,2893394
1/5/2004,13-Week Bill,912795PT2,Total Competitive,37873517,15224967
1/5/2004,26-Week Bill,912795QS3,Primary Dealer,27545000,10446260
1/5/2004,26-Week Bill,912795QS3,Direct Bidder,1180000,550960
1/5/2004,26-Week Bill,912795QS3,Indirect Bidder,4257905,4064345
1/5/2004,26-Week Bill,912795QS3,Total Competitive,32982905,15061565
1/6/2004,4-Week Bill,912795PJ4,Primary Dealer,27172220,7886820
1/6/2004,4-Week Bill,912795PJ4,Direct Bidder,2865000,515000
1/6/2004,4-Week Bill,912795PJ4,Indirect Bidder,865135,564560
1/6/2004,4-Week Bill,912795PJ4,Total Competitive,30902355,8966380
1/7/2004,5-Year Note,912828BV1,Primary Dealer,31810000,9428378
1/7/2004,5-Year Note,912828BV1,Direct Bidder,702000,52000
1/7/2004,5-Year Note,912828BV1,Indirect Bidder,7520020,6418470
1/7/2004,5-Year Note,912828BV1,Total Competitive,40032020,15898848
1/8/2004,10-Year TIPS,912828BW9,Primary Dealer,18213000,6869060
1/8/2004,10-Year TIPS,912828BW9,Direct Bidder,20150,10150
1/8/2004,10-Year TIPS,912828BW9,Indirect Bidder,4878100,4873100
1/8/2004,10-Year TIPS,912828BW9,Total Competitive,23111250,11752310
1/12/2004,13-Week Bill,912795PU9,Primary Dealer,29369000,11946754
1/12/2004,13-Week Bill,912795PU9,Direct Bidder,1255075,766270
1/12/2004,13-Week Bill,912795PU9,Indirect Bidder,3175954,2725954
1/12/2004,13-Week Bill,912795PU9,Total Competitive,33800029,15438978
1/12/2004,26-Week Bill,912795QT1,Primary Dealer,26790000,10528178
1/12/2004,26-Week Bill,912795QT1,Direct Bidder,765000,437700
1/12/2004,26-Week Bill,912795QT1,Indirect Bidder,4057170,3857170
1/12/2004,26-Week Bill,912795QT1,Total Competitive,31612170,14823048
1/13/2004,4-Week Bill,912795PK1,Primary Dealer,26655000,7326230
1/13/2004,4-Week Bill,912795PK1,Direct Bidder,2150000,600000
1/13/2004,4-Week Bill,912795PK1,Indirect Bidder,160267,35485
1/13/2004,4-Week Bill,912795PK1,Total Competitive,28965267,7961715
1/20/2004,13-Week Bill,912795PV7,Primary Dealer,32045000,13124390
1/20/2004,13-Week Bill,912795PV7,Direct Bidder,450000,170580
1/20/2004,13-Week Bill,912795PV7,Indirect Bidder,3152482,3152482
1/20/2004,13-Week Bill,912795PV7,Total Competitive,35647482,16447452
1/20/2004,26-Week Bill,912795QU8,Primary Dealer,28905000,10453075
1/20/2004,26-Week Bill,912795QU8,Direct Bidder,220000,37050
1/20/2004,26-Week Bill,912795QU8,Indirect Bidder,4483070,4473116
1/20/2004,26-Week Bill,912795QU8,Total Competitive,33608070,14963241
1/21/2004,4-Week Bill,912795PL9,Primary Dealer,31915500,8388430
1/21/2004,4-Week Bill,912795PL9,Direct Bidder,1151500,400000
1/21/2004,4-Week Bill,912795PL9,Indirect Bidder,382251,182251
1/21/2004,4-Week Bill,912795PL9,Total Competitive,33449251,8970681
1/26/2004,13-Week Bill,912795PW5,Primary Dealer,28010000,12652000
1/26/2004,13-Week Bill,912795PW5,Direct Bidder,465500,315500
1/26/2004,13-Week Bill,912795PW5,Indirect Bidder,3240809,3195709
1/26/2004,13-Week Bill,912795PW5,Total Competitive,31716309,16163209
1/26/2004,26-Week Bill,912795QV6,Primary Dealer,26150000,9488760
1/26/2004,26-Week Bill,912795QV6,Direct Bidder,220000,145000
1/26/2004,26-Week Bill,912795QV6,Indirect Bidder,5202891,4372311
1/26/2004,26-Week Bill,912795QV6,Total Competitive,31572891,14006071
1/27/2004,4-Week Bill,912795PM7,Primary Dealer,29390000,13306090
1/27/2004,4-Week Bill,912795PM7,Direct Bidder,1100000,339350
1/27/2004,4-Week Bill,912795PM7,Indirect Bidder,1520800,317800
1/27/2004,4-Week Bill,912795PM7,Total Competitive,32010800,13963240
1/29/2004,2-Year Note,912828BX7,Primary Dealer,36307000,13956713
1/29/2004,2-Year Note,912828BX7,Direct Bidder,247000,186418
1/29/2004,2-Year Note,912828BX7,Indirect Bidder,11082100,10960440
1/29/2004,2-Year Note,912828BX7,Total Competitive,47636100,25103571
2/2/2004,13-Week Bill,912795PX3,Primary Dealer,38815000,14273025
2/2/2004,13-Week Bill,912795PX3,Direct Bidder,450000,300000
2/2/2004,13-Week Bill,912795PX3,Indirect Bidder,2753477,2753477
2/2/2004,13-Week Bill,912795PX3,Total Competitive,42018477,17326502
2/2/2004,26-Week Bill,912795QW4,Primary Dealer,30380000,11821150
2/2/2004,26-Week Bill,912795QW4,Direct Bidder,270000,114650
2/2/2004,26-Week Bill,912795QW4,Indirect Bidder,4136790,3862990
2/2/2004,26-Week Bill,912795QW4,Total Competitive,34786790,15798790
2/3/2004,4-Week Bill,912795PN5,Primary Dealer,46075500,17505050
2/3/2004,4-Week Bill,912795PN5,Direct Bidder,1900000,715575
2/3/2004,4-Week Bill,912795PN5,Indirect Bidder,2527686,737856
2/3/2004,4-Week Bill,912795PN5,Total Competitive,50503186,18958481
2/9/2004,13-Week Bill,912795PY1,Primary Dealer,37790000,14491950
2/9/2004,13-Week Bill,912795PY1,Direct Bidder,450000,212600
2/9/2004,13-Week Bill,912795PY1,Indirect Bidder,3338373,2740873
2/9/2004,13-Week Bill,912795PY1,Total Competitive,41578373,17445423
2/9/2004,26-Week Bill,912795QX2,Primary Dealer,35580000,11359045
2/9/2004,26-Week Bill,912795QX2,Direct Bidder,240000,108136
2/9/2004,26-Week Bill,912795QX2,Indirect Bidder,4906705,4256705
2/9/2004,26-Week Bill,912795QX2,Total Competitive,40726705,15723886
2/10/2004,3-Year Note,912828BY5,Primary Dealer,42029000,12526456
2/10/2004,3-Year Note,912828BY5,Direct Bidder,465000,95000
2/10/2004,3-Year Note,912828BY5,Indirect Bidder,11702100,11101070
2/10/2004,3-Year Note,912828BY5,Total Competitive,54196100,23722526
2/10/2004,4-Week Bill,912795PP0,Primary Dealer,38431000,17505154
2/10/2004,4-Week Bill,912795PP0,Direct Bidder,1350000,375000
2/10/2004,4-Week Bill,912795PP0,Indirect Bidder,3400459,1086169
2/10/2004,4-Week Bill,912795PP0,Total Competitive,43181459,18966323
2/11/2004,5-Year Note,912828BZ2,Primary Dealer,37060000,8926648
2/11/2004,5-Year Note,912828BZ2,Direct Bidder,139000,75194
2/11/2004,5-Year Note,912828BZ2,Indirect Bidder,8041000,6781000
2/11/2004,5-Year Note,912828BZ2,Total Competitive,45240000,15782842
2/12/2004,10-Year Note,912828CA6,Primary Dealer,24279000,8630344
2/12/2004,10-Year Note,912828CA6,Direct Bidder,55700,50700
2/12/2004,10-Year Note,912828CA6,Indirect Bidder,7512527,7185387
2/12/2004,10-Year Note,912828CA6,Total Competitive,31847227,15866431
2/17/2004,13-Week Bill,912795PZ8,Primary Dealer,36340000,14413035
2/17/2004,13-Week Bill,912795PZ8,Direct Bidder,500000,345675
2/17/2004,13-Week Bill,912795PZ8,Indirect Bidder,2834230,2734109
2/17/2004,13-Week Bill,912795PZ8,Total Competitive,39674230,17492819
2/17/2004,26-Week Bill,912795QY0,Primary Dealer,33605000,12178675
2/17/2004,26-Week Bill,912795QY0,Direct Bidder,195000,20000
2/17/2004,26-Week Bill,912795QY0,Indirect Bidder,4618465,3717815
2/17/2004,26-Week Bill,912795QY0,Total Competitive,38418465,15916490
2/18/2004,4-Week Bill,912795PQ8,Primary Dealer,45580500,17355910
2/18/2004,4-Week Bill,912795PQ8,Direct Bidder,1250000,450000
2/18/2004,4-Week Bill,912795PQ8,Indirect Bidder,3245666,1155886
2/18/2004,4-Week Bill,912795PQ8,Total Competitive,50076166,18961796
2/23/2004,13-Week Bill,912795QA2,Primary Dealer,35843700,14519490
2/23/2004,13-Week Bill,912795QA2,Direct Bidder,200000,75000
2/23/2004,13-Week Bill,912795QA2,Indirect Bidder,3103165,2830655
2/23/2004,13-Week Bill,912795QA2,Total Competitive,39146865,17425145
2/23/2004,,912795 QZ7,Primary Dealer,35805000,11304200
2/23/2004,,912795 QZ7,Direct Bidder,110000,30000
2/23/2004,,912795 QZ7,Indirect Bidder,4472102,4241702
2/23/2004,,912795 QZ7,Total Competitive,40387102,15575902
2/24/2004,4-Week Bill,912795PR6,Primary Dealer,41733000,16274893
2/24/2004,4-Week Bill,912795PR6,Direct Bidder,1450000,350000
2/24/2004,4-Week Bill,912795PR6,Indirect Bidder,4245800,2338400
2/24/2004,4-Week Bill,912795PR6,Total Competitive,47428800,18963293
2/25/2004,2-Year Note,912828CB4,Primary Dealer,48436500,13626200
2/25/2004,2-Year Note,912828CB4,Direct Bidder,455000,65000
2/25/2004,2-Year Note,912828CB4,Indirect Bidder,13247021,11391756
2/25/2004,2-Year Note,912828CB4,Total Competitive,62138521,25082956
